SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-12T05:56:19Z	86.999664	948	1547	1024	0	0.6619263	0.004935316	58	98	651	1547	0	0	0	0	0	4	6	9	15	95	1	6	7	11	53	602.528542	5956.097262	7576.712704	9926.889377	49166.014769	2	183	557	1121	5565	3	15	32	65	213	0	2	8	30	284	0	1	3	6	26	735	576
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T10:19:43Z	82.132164	1252	1920	1511	0	0.78697914	0.019921022	179	257	631	1920	0	0	0	0	0	4	8	13	17	94	1	7	9	15	83	550.497244	6682.152057	8922.355655	14955.531417	70275.112693	4	417	900	1582	4566	3	29	63	113	279	0	6	24	57	243	0	3	5	9	30	1275	1143
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T23:40:56Z	86.958496	1129	2013	1505	0	0.7476403	0.017360572	163	259	653	2013	0	0	0	0	0	4	8	13	17	95	1	7	10	15	82	526.293649	6650.875151	8859.595634	14954.532128	72061.225274	3	327	794	1472	5083	3	25	57	108	284	0	5	22	52	247	0	2	5	9	29	1223	1081
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T20:19:48Z	83.47184	1279	1986	1560	0	0.7854985	0.020277627	190	244	648	1986	0	0	0	0	0	4	8	13	18	95	1	7	10	15	82	513.388206	6757.975819	9041.884256	14955.542587	71884.721194	4	414	876	1559	4843	3	28	61	111	271	0	6	24	55	242	0	2	5	10	29	1301	1154
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T00:15:16Z	85.05625	882	1244	823	0	0.66157556	0.0028854143	25	53	587	1244	0	0	0	0	0	4	7	12	17	95	1	7	8	12	86	535.157291	5847.224039	7283.72132	10429.552	72392.444101	4	138	376	760	4017	3	10	23	53	210	0	1	5	21	205	0	1	2	5	26	517	386
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T21:56:34Z	87.00481	963	1606	1112	0	0.6924035	0.0052726497	53	81	706	1606	0	0	0	0	0	4	7	12	16	95	1	6	9	14	48	499.315949	6529.086059	8797.834016	12522.280571	40906.958659	6	184	617	1150	5624	3	15	30	55	212	0	2	7	21	228	0	1	3	5	21	773	566
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T22:04:06Z	86.98553	979	1483	993	0	0.6695887	0.005019004	46	80	628	1483	0	0	0	0	0	4	7	12	16	95	1	6	9	14	69	502.100189	6401.024945	8395.972892	11978.879048	55614.981702	6	184	603	1219	5417	3	16	31	62	217	0	2	8	24	221	0	1	3	5	31	695	549
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-09T21:01:42Z	81.93086	1213	1826	1491	0	0.8165389	0.007764709	83	214	636	1826	0	0	0	0	0	4	8	13	17	95	1	7	10	15	65	522.464641	6664.949433	9241.296672	13890.799926	56281.314465	5	418	951	1652	5829	3	28	65	110	229	0	6	23	55	227	0	2	5	8	28	1253	1098
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_01	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T17:48:42Z	85.4674	1214	1930	1537	0	0.79637307	0.008597816	105	210	737	1930	0	0	0	0	0	4	7	10	15	95	1	6	8	12	27	547.53314	6433.060435	7878.220601	11803.012495	25577.255818	6	379	867	1510	4861	3	23	58	107	246	0	5	23	56	256	0	2	5	9	33	1238	1099
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T14:27:35Z	81.6096	1260	1948	1624	0	0.83367556	0.008254191	156	288	777	1948	0	0	0	0	0	4	7	10	15	95	1	7	8	12	59	504.491142	6407.152305	7929.997643	11723.8006	49251.824184	5	460	901	1540	5193	3	28	58	105	245	0	6	23	55	247	0	2	5	9	30	1365	1196
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-12T06:33:06Z	87.07908	1091	2029	1536	0	0.75702316	0.0070677255	99	364	759	2029	0	0	0	0	0	4	7	10	15	95	1	6	8	13	76	514.405957	6386.962996	7974.046685	11978.882767	65049.226676	4	316	804	1487	5465	3	24	55	105	254	0	5	20	56	226	0	2	5	9	32	1242	1110
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_01	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T04:28:38Z	86.410995	1229	1822	1376	0	0.75521404	0.0070813955	80	201	643	1822	0	0	0	0	0	4	8	11	16	95	1	7	9	13	41	576.119264	6527.067139	8338.225889	11978.891958	42973.522564	3	413	946	1686	5025	3	28	63	110	253	0	6	23	56	235	0	2	5	9	31	1140	993
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T16:04:22Z	86.15021	1198	1831	1451	0	0.7924631	0.010393783	126	253	688	1831	0	0	0	0	0	4	8	11	16	95	1	7	9	14	66	534.465064	6548.080108	8612.583694	12337.213053	53943.158173	2	383	868	1573	4990	3	27	61	108	237	0	6	22	54	254	0	2	5	9	28	1211	1076
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T11:56:30Z	86.22239	1197	1788	1361	0	0.7611857	0.0065652416	73	226	628	1788	0	0	0	0	0	4	8	11	16	94	1	7	9	13	66	522.465773	6545.083637	8323.265873	11978.894888	67019.124954	5	359	915	1635	6000	3	26	66	113	249	0	6	24	58	258	0	2	5	8	34	1122	992
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_03_techrep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T21:56:34Z	87.00481	963	1606	1112	0	0.6924035	0.0052726497	53	81	706	1606	0	0	0	0	0	4	7	12	16	95	1	6	9	14	48	499.315949	6529.086059	8797.834016	12522.280571	40906.958659	6	184	617	1150	5624	3	15	30	55	212	0	2	7	21	228	0	1	3	5	21	773	566
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_03_techrep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T22:04:06Z	86.98553	979	1483	993	0	0.6695887	0.005019004	46	80	628	1483	0	0	0	0	0	4	7	12	16	95	1	6	9	14	69	502.100189	6401.024945	8395.972892	11978.879048	55614.981702	6	184	603	1219	5417	3	16	31	62	217	0	2	8	24	221	0	1	3	5	31	695	549
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_01	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T02:51:51Z	82.49792	1265	1938	1537	0	0.79308563	0.022040535	175	341	682	1938	0	0	0	0	0	4	8	11	16	95	1	7	9	14	70	550.496494	6591.045142	8279.97893	12603.353419	66598.369008	4	488	914	1508	4819	3	27	56	109	270	0	5	22	58	225	0	2	5	9	29	1282	1110
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_02	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-10T17:41:09Z	86.013435	1283	1967	1589	0	0.8078292	0.024070553	177	319	669	1967	0	0	0	0	0	4	8	11	16	95	1	7	9	14	65	513.387431	6708.214635	8653.063073	14954.545654	54621.065156	5	473	898	1464	5990	3	28	59	108	256	0	6	23	57	240	0	2	5	10	31	1325	1177
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-11T14:35:08Z	82.1071	1308	1960	1566	0	0.7989796	0.017093264	145	284	665	1960	0	0	0	0	0	4	8	12	17	95	1	7	9	15	73	535.158049	6651.162213	8727.091529	14403.768355	71672.670771	4	496	968	1563	5484	3	27	58	111	262	0	6	23	56	224	0	2	5	9	27	1307	1141
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_03_techrep_03	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2017-03-09T21:01:42Z	81.93086	1213	1826	1491	0	0.8165389	0.007764709	83	214	636	1826	0	0	0	0	0	4	8	13	17	95	1	7	10	15	65	522.464641	6664.949433	9241.296672	13890.799926	56281.314465	5	418	951	1652	5829	3	28	65	110	229	0	6	23	55	227	0	2	5	8	28	1253	1098
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-25T22:53:18Z	48.01335	1378	425	409	0	0.96235293	0.013003979	24	97	165	425	0	0	0	0	0	6	7	10	13	20	1	7	10	13	24	536.482157	6921.610974	8173.419097	10136.629143	15636.50022	309	893	2382	3106	4256	3	35	77	121	167	0	10	31	67	195	0	3	6	9	17	345	311
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-25T19:50:01Z	48.663586	1080	534	503	0	0.9419476	0.018573817	41	138	174	534	0	0	0	0	0	6	8	11	13	20	1	7	10	14	24	502.102337	6906.612392	8504.673259	10827.717802	15636.503521	251	907	2448	3206	4276	3	40	90	131	187	0	13	39	76	208	0	3	7	10	30	441	400
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-25T20:45:48Z	47.78283	1272	465	452	0	0.97204304	0.021231089	39	121	142	465	0	0	0	0	0	6	8	11	13	20	1	7	11	14	24	522.466859	7094.679543	9000.244272	10827.724453	15636.511377	321	1634	2685	3216	4311	3	53	95	133	184	0	17	46	81	217	0	4	7	11	28	421	386
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-25T21:49:33Z	47.95944	1306	452	441	0	0.9756637	0.020325705	37	162	142	452	0	0	0	0	0	6	8	11	13	20	2	8	11	14	45	1935.968707	7147.860699	9017.866778	10827.726792	38186.218421	321	1666	2607	3262	4259	3	57	99	135	190	0	17	46	80	266	0	4	7	11	29	413	380
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-25T23:57:04Z	47.764095	1280	461	458	0	0.9934924	0.024624234	44	198	115	461	0	0	0	0	0	6	9	11	14	20	1	8	11	14	21	669.696432	7172.836173	9015.269171	10827.726971	15636.496181	374	1968	2693	3205	4325	4	65	106	131	193	0	24	51	80	246	0	5	8	11	26	443	422
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T05:12:59Z	47.487553	1552	360	335	0	0.9305556	0.03238895	49	105	120	360	0	0	0	0	0	6	7	12	15	21	1	7	11	15	76	648.302214	7431.69966	9015.261594	11643.86467	54521.956109	310	754	1844	3026	4335	3	30	61	94	175	0	7	22	49	265	0	2	5	8	17	285	242
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T02:09:39Z	47.516903	1425	406	395	0	0.9729064	0.03765341	69	92	123	406	0	0	0	0	0	6	9	13	16	22	2	8	13	16	51	1058.493475	7645.071892	9510.937055	12311.00357	39041.820533	295	1259	2283	3199	4463	3	40	65	109	176	0	10	27	64	263	0	3	6	10	19	353	306
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-26T03:05:26Z	47.66131	1431	404	391	0	0.9678218	0.040842023	71	152	116	404	0	0	0	0	0	6	9	13	16	21	1	8	13	16	28	648.301723	7661.075099	9972.46265	12311.971392	24086.60072	348	1339	2224	3208	4535	3	41	69	114	200	0	11	29	65	279	0	3	6	9	18	356	319
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-26T04:09:12Z	47.484703	1439	401	391	0	0.9750624	0.038481213	67	92	117	401	0	0	0	0	0	6	9	13	15	22	2	8	13	16	92	1296.605305	7661.06712	9130.269421	12323.991136	64986.845003	366	1388	2259	3268	4373	3	41	69	108	182	0	11	28	61	279	0	3	6	9	19	361	313
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T06:16:45Z	47.671185	1405	413	405	0	0.98062956	0.05886811	94	208	97	413	0	0	0	0	0	6	10	14	16	22	1	9	14	16	24	648.303041	8157.412467	10885.727038	12370.985596	21634.735923	336	1642	2505	3295	4198	3	48	79	119	194	0	15	36	73	286	0	4	7	11	17	380	347
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T13:34:13Z	48.577908	1625	335	247	0	0.73731345	0.05852342	58	71	120	335	0	0	0	0	0	6	8	12	16	22	1	8	12	17	57	648.301845	7885.84122	11143.377287	13994.974766	44082.027954	276	435	1047	3169	4207	3	14	54	119	173	0	1	17	64	243	0	1	4	8	18	167	150
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T10:30:49Z	47.565575	1632	331	295	0	0.8912387	0.07065606	79	98	115	331	0	0	0	0	0	6	10	14	17	25	1	8	14	18	26	648.302096	7884.836254	11093.663685	13993.991214	16954.847889	277	1081	2495	3415	4463	3	30	69	127	173	0	7	24	85	245	0	2	5	10	16	250	212
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-26T11:26:35Z	48.09734	1617	337	305	0	0.9050445	0.069283865	82	106	119	337	0	0	0	0	0	6	9	15	17	23	1	8	14	17	37	563.35463	7480.455579	11143.391949	13993.992609	23235.9836	255	1011	2384	3438	4511	3	28	60	125	177	0	5	24	73	257	0	2	5	8	17	245	214
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-26T12:30:25Z	48.230095	1622	335	297	0	0.8865672	0.07489307	79	82	116	335	0	0	0	0	0	6	10	14	17	25	1	9	14	18	86	648.302579	7891.783744	11473.103468	13993.991675	55578.549698	296	955	2310	3453	4306	3	30	70	128	172	0	5	26	85	237	0	2	6	10	15	240	213
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T14:38:02Z	48.572144	1604	342	297	0	0.8684211	0.12639913	112	124	89	342	0	0	0	0	0	6	10	15	17	25	1	8	15	18	48	559.32359	8199.728789	12324.990855	14007.987325	50863.905027	281	1261	2667	3449	4163	3	41	80	132	171	0	11	41	108	265	0	3	6	11	16	269	241
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T19:54:01Z	47.623924	1614	339	243	0	0.71681416	0.022242628	21	30	123	339	0	0	0	0	0	6	9	12	15	25	1	7	11	17	67	586.32267	7726.258723	11202.38821	13882.612303	42756.481944	251	390	996	2492	4260	3	12	44	81	223	0	1	13	46	237	0	1	3	6	18	170	144
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T16:50:39Z	47.77956	1512	375	301	0	0.80266666	0.020620154	25	35	156	375	0	0	0	0	0	6	9	12	15	25	1	8	13	18	66	1046.718664	8093.85917	11537.727329	14007.993977	47470.788275	258	496	1190	2396	4600	3	12	37	77	238	0	1	8	39	239	0	1	3	6	23	198	162
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-26T17:46:24Z	48.40168	1522	371	289	0	0.7789757	0.020040369	21	45	141	371	0	0	0	0	0	6	10	13	17	25	1	8	13	18	72	577.333908	7970.540704	11537.723568	14006.99313	49812.382087	264	549	1185	2536	4247	3	13	40	78	220	0	1	11	40	251	0	1	3	7	17	200	163
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-26T18:50:12Z	47.704514	1531	368	302	0	0.8206522	0.021099646	25	42	157	368	0	0	0	0	0	6	10	13	17	25	2	8	13	18	30	1920.100264	8094.85289	11739.071028	14007.987026	19140.509293	269	565	1231	2460	4304	3	13	39	78	228	0	1	10	38	252	0	1	3	6	18	209	172
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-26T20:57:51Z	48.500546	1569	354	277	0	0.7824859	0.022000732	28	52	152	354	0	0	0	0	0	6	10	13	17	24	1	7	13	18	24	563.355507	7998.101892	11202.408933	13996.957441	18492.75019	259	553	1045	2156	4328	3	9	34	95	223	0	1	10	50	257	0	1	4	7	23	185	166
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T04:15:38Z	48.357914	1363	435	268	0	0.61609197	0.020459501	29	45	153	435	0	0	0	0	0	6	8	11	14	25	2	7	10	19	83	2924.172281	6920.116743	9431.139554	14568.455216	58367.697588	252	417	918	2723	3927	3	10	38	68	213	0	0	8	33	233	0	0	3	6	22	169	137
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T01:12:13Z	48.49815	1597	345	260	0	0.7536232	0.027680427	31	40	128	345	0	0	0	0	0	6	8	13	17	25	3	7	10	19	91	3011.614695	7455.859064	10197.599578	14762.626078	54368.200438	276	548	1593	3005	4387	3	17	49	83	218	0	1	14	44	223	0	1	4	7	19	186	157
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-27T02:08:03Z	48.481728	1592	346	252	0	0.7283237	0.037943464	39	51	105	346	0	0	0	0	0	6	9	13	16	25	1	8	12	20	78	1757.095583	7485.035109	10785.120674	15046.482519	87369.667168	265	616	1610	3114	4371	3	21	58	89	212	0	3	22	47	208	0	1	5	7	17	191	170
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-27T03:11:50Z	48.345924	1575	353	262	0	0.7422096	0.032698665	35	56	110	353	0	0	0	0	0	6	8	12	15	25	1	7	10	19	96	1758.808893	7512.256243	10012.727727	14038.002941	71670.539384	281	610	1602	3130	4479	3	15	56	78	226	0	1	19	39	233	0	1	4	7	16	191	160
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T05:19:28Z	48.370987	1609	340	259	0	0.7617647	0.028194306	30	39	137	340	0	0	0	0	0	6	9	13	16	25	1	7	9	16	48	853.682482	7403.463773	9491.915607	14007.012565	55899.024559	302	622	1478	2616	4344	3	13	44	102	224	0	1	13	53	228	0	1	4	7	18	170	150
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_10-55_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T10:35:29Z	48.600876	1671	317	160	0	0.50473183	0.008647799	10	11	130	317	0	0	0	0	0	6	7	11	13	23	2	7	9	10	55	1840.113679	6922.076513	8158.186521	11311.82047	44683.280284	268	384	555	1680	3536	3	8	21	44	132	0	0	1	10	83	0	0	1	3	13	62	43
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_15-45_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T07:32:05Z	48.29352	1565	356	187	0	0.5252809	0.01029268	12	13	140	356	0	0	0	0	0	6	9	12	15	24	1	6	9	16	90	662.449521	6590.701839	8132.825757	15883.065726	66116.981424	277	487	1104	2202	3639	3	10	25	47	143	0	0	2	14	107	0	0	1	4	11	87	64
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_15-45_b	Q Exactive	Twilight	FLASHDeconv	2018-05-27T08:27:51Z	48.606327	1548	362	196	0	0.5414365	0.009994767	12	13	143	362	0	0	0	0	0	6	8	13	16	25	2	7	9	20	90	2723.689599	7181.95276	8648.759353	16273.25164	78950.128492	266	452	846	2239	3565	3	12	25	55	148	0	0	2	15	90	0	0	1	3	11	97	66
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_15-45_c	Q Exactive	Twilight	FLASHDeconv	2018-05-27T09:31:39Z	48.417095	1596	345	209	0	0.6057971	0.008097166	14	15	162	345	0	0	0	0	0	6	8	12	15	23	1	7	9	15	78	1700.78385	6889.037855	8373.993312	12039.897787	64722.803464	252	500	875	2021	3437	3	9	22	45	148	0	0	1	11	99	0	0	1	3	12	91	63
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_20-40_a	Q Exactive	Twilight	FLASHDeconv	2018-05-27T11:39:14Z	48.71112	1572	353	222	0	0.62889516	0.005503241	10	12	184	353	0	0	0	0	0	6	9	13	15	25	1	7	8	13	78	1595.519907	6781.833843	7997.817112	11977.960109	63795.239085	278	501	938	1702	2937	3	8	18	38	134	0	0	1	6	79	0	0	1	2	12	78	51
20180615_rmi049_75idPLRPS_APA_PBMC_100_F1_a	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T12:04:25Z	73.90055	1749	2495	2462	0	0.98677355	0.012215913	231	1288	478	2495	0	0	0	0	0	4	6	8	10	22	1	6	8	10	22	690.007873	6252.192129	7536.735339	9785.996277	17518.689182	13	1197	1760	2334	5291	3	92	123	150	258	0	39	64	92	313	0	6	9	13	39	2427	2364
20180615_rmi049_75idPLRPS_APA_PBMC_100_F1_b	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T13:38:22Z	29.150438	758	985	979	0	0.99390864	0.023925753	146	570	239	985	0	0	0	0	0	4	6	8	9	18	1	6	8	9	17	690.00647	5206.74832	6643.450658	7699.498582	13160.482706	14	1053	1580	2078	4162	3	88	121	146	250	0	40	64	92	229	0	5	8	13	30	961	925
20180615_rmi049_75idPLRPS_APA_PBMC_100_F1_c	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T15:16:43Z	74.04202	1686	2462	2402	0	0.97562957	0.01163892	207	1514	468	2462	0	0	0	0	0	4	6	8	9	22	1	6	8	9	21	779.277947	6196.230505	7470.847437	9689.112941	17154.220615	12	1268	1860	2449	4728	3	91	126	151	266	0	37	63	92	271	0	5	8	12	30	2372	2293
20180615_rmi049_75idPLRPS_APA_PBMC_100_F1_d	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T16:54:17Z	73.828	1719	2480	2425	0	0.9778226	0.010263005	197	1333	503	2480	0	0	0	0	0	4	6	8	10	23	1	6	8	9	22	690.007114	6014.882689	7437.844153	9615.860997	16620.901013	20	1118	1691	2247	4950	4	87	120	146	249	0	35	61	88	297	0	5	8	12	32	2378	2301
20180615_rmi049_75idPLRPS_APA_PBMC_100_F2_a	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T21:33:45Z	73.77036	1754	2363	2263	0	0.95768094	0.024960412	353	1553	369	2363	0	0	0	0	0	4	7	9	12	30	1	7	8	11	36	1152.315895	6445.452033	8133.284812	10478.49178	37104.377921	18	1148	1671	2230	5623	3	82	111	137	231	0	33	53	79	218	0	5	8	12	36	2236	2180
20180615_rmi049_75idPLRPS_APA_PBMC_100_F2_b	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-18T23:07:41Z	73.89957	1757	2415	2273	0	0.94120085	0.023357866	330	1529	411	2415	0	0	0	0	0	4	7	9	12	27	1	7	8	11	87	681.554796	6435.608991	8045.538165	10394.230086	79615.111271	9	1048	1585	2172	5647	3	78	109	135	232	0	31	52	76	262	0	5	8	12	30	2248	2161
20180615_rmi049_75idPLRPS_APA_PBMC_100_F2_c	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-19T00:41:33Z	73.81934	1746	2368	2219	0	0.9370777	0.025498696	366	1611	393	2368	0	0	0	0	0	4	7	9	11	28	1	7	8	10	68	970.4624	6241.250626	7993.070546	10366.118153	57415.749269	22	1059	1564	2164	5130	3	76	108	133	238	0	30	50	75	226	0	5	8	12	27	2190	2101
20180615_rmi049_75idPLRPS_APA_PBMC_100_F3_a	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-19T05:21:04Z	73.82441	1623	1981	1697	0	0.8566381	0.021239618	276	1031	392	1981	0	0	0	0	0	4	7	9	13	31	1	7	8	11	99	1124.526814	6279.858511	7997.118327	10885.644485	79165.678913	19	820	1424	2096	5508	6	58	96	127	251	0	18	40	65	226	0	4	6	10	27	1634	1488
20180615_rmi049_75idPLRPS_APA_PBMC_100_F3_b	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-19T06:55:01Z	73.770485	1616	1994	1726	0	0.8655968	0.021018019	259	1095	383	1994	0	0	0	0	0	4	6	9	13	30	1	6	8	11	64	846.390913	6288.216239	7946.87483	10860.421765	57432.637874	22	810	1423	2076	5216	4	57	92	126	224	0	17	37	63	216	0	4	6	10	30	1679	1495
20180615_rmi049_75idPLRPS_APA_PBMC_100_F3_c	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2018-06-19T08:28:52Z	73.83164	1632	1996	1707	0	0.8552104	0.01990837	263	977	424	1996	0	0	0	0	0	4	6	9	13	27	1	6	8	11	70	1080.501005	6244.833877	7870.306861	10843.643948	52408.546197	18	772	1365	1990	5324	3	56	93	124	229	0	17	38	62	210	0	4	6	10	26	1659	1487
