SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
18mar2019_RVG262_APA_CD3_F3n4_PLRPS_FAIMS_HH_P20	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T02:16:51Z	80.72478	810	970	71	0	0.073195875	0	0	1	71	970	0	0	0	0	0	1	1	2	3	10	1	4	7	9	28	769.01890353	5087.16952471	7239.57699177	14711.941304130001	24637.688290590002	7	18	30	187	2515	4	5	8	22	109	0	0	0	3	83	0	0	0	1	8	21	7
18mar2019_RVG262_APA_CD3_F3n4_PLRPS_FAIMS_HH_P30	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T03:50:47Z	80.58034	777	987	65	0	0.06585613	0	0	1	65	987	0	0	0	0	0	1	1	2	3	10	1	6	8	10	41	1525.16622706	5983.42329412	8015.3253353	11274.74517648	31611.70056708	7	19	43	337	1936	4	5	6	10	42	0	0	0	1	13	0	0	0	1	3	11	5
18mar2019_RVG262_APA_CD3_F3n4_PLRPS_FAIMS_HH_zero	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-18T23:08:59Z	80.490654	725	1018	187	0	0.18369351	0.0049450863	11	16	153	1018	0	0	0	0	0	1	1	2	3	10	1	4	9	16	29	759.77696353	7119.58226824	13780.55490354	14075.625434709998	30210.75687177	8	19	32	314	4036	4	13	48	99	261	0	1	9	29	221	0	1	2	5	19	125	91
19MAR2019_RVG262_APA_CD3_cyto_PLRPS_noFAIMS_HH_1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T20:32:48Z	79.96722	1183	1513	1027	0	0.6787839	0.0027028515	30	45	720	1513	0	0	0	0	0	1	1	3	7	10	1	4	7	10	50	751.5084735300001	4960.48457471	7315.580135300001	11064.4768353	42708.44377471	14	403	889	1443	3982	4	14	32	79	361	0	2	10	31	314	0	1	3	6	24	758	562
19MAR2019_RVG262_APA_CD3_cyto_PLRPS_noFAIMS_HH_2	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T22:06:46Z	80.87605	1144	1504	1008	0	0.67021275	0.0026560111	33	47	707	1504	0	0	0	0	0	1	1	3	7	10	1	4	7	10	50	751.50902353	4933.52939471	7070.8783353	11081.50180236	36275.67732177	12	356	850	1441	4174	4	13	33	81	331	0	2	9	29	268	0	1	3	5	30	719	532
19MAR2019_RVG262_APA_CD3_F1_PLRPS_noFAIMS_HH_1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T11:09:21Z	80.1801	1476	2034	1500	0	0.7374631	0.002894374	57	174	1035	2034	0	0	0	0	0	1	1	2	6	10	1	3	7	10	40	750.37150353	3732.94377412	7255.00262883	12198.022014709999	36260.48960353	17	570	1097	1700	4473	4	16	45	88	293	0	3	12	32	180	0	1	3	4	24	1154	823
19MAR2019_RVG262_APA_CD3_F2_PLRPS_HH_1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T14:17:11Z	80.192635	1174	1414	830	0	0.58698726	0.005650588	50	74	562	1414	0	0	0	0	0	1	1	2	4	10	1	2	6	9	40	751.78599353	2546.6595705900004	6709.336714710001	13765.472469420001	34977.2607353	13	455	914	1635	4007	4	13	39	98	237	0	1	9	36	176	0	1	3	5	17	567	418
19MAR2019_RVG262_APA_CD3_F2_PLRPS_noFAIMS_HH_2	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T15:51:09Z	80.1935	1161	1413	786	0	0.55626327	0.0053321663	44	73	547	1413	0	0	0	0	0	1	1	2	3	10	1	2	6	10	50	751.82805353	2811.43135059	6890.74143471	13758.02780706	38795.2576765	14	419	902	1547	3869	4	13	37	91	245	0	1	9	32	152	0	1	2	4	15	526	379
19MAR2019_RVG262_APA_CD3_F3n4_PLRPS_noFAIMS_HH_1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T17:24:59Z	80.3206	1071	1260	678	0	0.53809524	0.005172046	36	56	490	1260	0	0	0	0	0	1	1	2	3	10	1	2	6	10	43	751.28862353	2821.5722805900004	7493.1558188300005	13779.53013648	37519.10350706	12	346	816	1559	3889	4	13	42	102	216	0	1	10	38	168	0	1	2	5	14	460	335
19MAR2019_RVG262_APA_CD3_F3n4_PLRPS_noFAIMS_HH_2	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-03-19T18:58:57Z	80.38888	1062	1181	559	0	0.4733277	0.006296446	35	53	377	1181	0	0	0	0	0	1	1	2	3	10	1	2	6	10	38	751.5099935300001	2759.47810059	6893.89059177	11439.354631769998	40767.81040059	15	282	807	1560	4127	4	16	44	92	257	0	1	10	35	160	0	1	2	4	13	386	268
20141016_RP-4H_15E5Bcells_120min_top2DD_HCD_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-10-16T22:02:41Z	113.866974	2167	1235	848	0	0.68663967	0.0020772538	19	36	623	1235	0	0	0	0	0	4	5	9	15	25	4	6	10	15	26	2071.5302941200002	5483.84971765	8810.481914709999	13277.26611001	38155.64492119	25	748	1782	2451	4405	4	16	42	87	308	0	2	11	33	274	0	1	3	6	25	607	479
20141016_RP-4H_15E5Bcells_120min_top2DD_HCD_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-10-17T00:09:35Z	118.36244	2064	1362	931	0	0.6835536	0.0021459179	24	37	675	1362	0	0	0	0	0	4	6	9	15	25	4	6	10	15	25	1583.9370353000002	5954.93402118	9255.99313471	13291.71653648	36544.43672472	25	741	1911	2651	4638	4	17	44	96	316	0	2	12	35	303	0	1	3	6	23	673	534
20141016_RP-4H_15E5Bcells_180min_top2DD_HCD	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-10-16T18:55:47Z	172.2351	3257	1663	1168	0	0.70234513	0.0021803947	30	85	853	1663	0	0	0	0	0	4	5	8	14	25	4	6	9	14	25	1741.8060811799999	5349.007817649999	8217.98752236	12572.61926942	35486.51631119	25	641	1538	2368	4497	4	14	35	73	361	0	1	8	25	274	0	1	3	6	24	785	615
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF01_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-17T18:00:35Z	110.585335	2186	1093	893	0	0.8170174	0.0053279367	59	175	606	1093	0	0	0	0	0	4	5	8	13	25	4	5	9	14	25	1570.9353811799997	5105.17370295	8357.25980118	12400.5464353	38391.044338249994	23	787	2023	3235	5443	4	14	52	118	336	0	0	12	42	212	0	0	3	5	22	583	473
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF02_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-17T20:07:35Z	110.35832	2328	1194	800	0	0.67001677	0.0059543177	42	127	482	1194	0	0	0	0	0	4	5	9	14	25	4	7	12	16	26	1530.0464011800002	6684.726616479999	11065.45696236	13890.809817070001	24233.77711766	11	457	1963	3106	5220	4	27	74	135	294	0	4	19	57	222	0	2	4	7	20	638	528
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF03_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-17T22:14:31Z	110.42422	2437	1354	813	0	0.6004431	0.004965493	39	166	535	1354	0	0	0	0	0	4	5	8	14	25	4	7	11	16	25	1620.9712941199998	7314.80650824	11817.781735890001	14395.58572942	28453.861588249998	28	304	1097	2759	5314	4	13	42	106	313	0	1	9	40	245	0	1	3	6	22	544	432
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF04_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-18T00:21:31Z	110.332054	2302	1291	851	0	0.6591789	0.003917882	31	39	616	1291	0	0	0	0	0	4	5	9	14	25	4	7	12	17	29	1656.5409082400001	7131.30422118	11977.88246942	15285.53284236	29511.07908825	27	582	1640	2734	5284	4	16	44	95	334	0	1	10	33	268	0	1	3	6	23	584	466
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF05_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-18T02:28:27Z	110.491455	2183	1191	886	0	0.7439127	0.0037316193	38	76	643	1191	0	0	0	0	0	4	5	9	16	25	4	6	11	18	33	1619.1888176499997	6541.25258118	12108.925174709999	16269.83533413	29034.863604719998	26	1171	2038	2838	5252	4	17	40	81	317	0	2	8	26	338	0	1	3	5	27	620	475
20141110_RP-4H_5E6Bcells_10pctGF_120min_top2DD_HCD_GF06_inj01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2014-11-18T04:35:27Z	110.52249	2024	944	623	0	0.65995765	0.003385754	27	32	478	944	0	0	0	0	0	4	5	8	14	25	4	5	10	16	40	1651.4229176499998	5098.1429176500005	11298.38261765	15347.518511190001	29965.56208825	24	1339	2259	3127	5357	4	12	32	76	341	0	1	6	22	329	0	1	2	5	22	393	298
20150927_BM_sort_2E6_CD19_dimCD10_techrep01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T18:46:10Z	179.919	1676	2568	1681	0	0.654595	0.0011111583	22	35	1057	2568	0	0	0	0	0	4	5	6	9	25	4	5	7	9	24	1967.6774847099998	4421.98821765	6737.65251765	9583.0146353	20033.2758353	16	259	1080	2131	4427	4	17	54	97	395	0	2	13	36	279	0	1	3	6	27	1200	979
20150927_BM_sort_2E6_CD19_dimCD10_techrep02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T05:21:20Z	179.9374	1726	2642	1758	0	0.665405	0.0012483788	24	51	1099	2642	0	0	0	0	0	4	5	7	9	25	4	5	7	9	22	2086.0660941200003	4553.46728118	6795.4043011799995	9612.079535300001	20033.32767766	21	324	1328	2267	4625	4	20	55	98	380	0	2	14	39	332	0	1	4	7	27	1304	1089
20150927_BM_sort_2E6_CD19_dimCD10_techrep03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T17:09:39Z	179.97368	1756	2620	1761	0	0.6721374	0.0012318672	25	44	1093	2620	0	0	0	0	0	4	5	7	10	25	4	5	7	9	21	1856.91061412	4505.55989471	6679.519701179999	9635.37824942	20033.2724706	20	391	1479	2369	4814	4	22	59	101	387	0	3	16	38	274	0	1	4	6	27	1354	1118
20150927_BM_sort_2E6_CD19_dimCD10_techrep04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T03:45:02Z	179.70338	1694	2497	1672	0	0.6696035	0.0013894496	27	56	1045	2497	0	0	0	0	0	4	5	7	10	25	4	5	7	10	23	2076.2082141200003	4501.31333648	6825.65221471	9675.19767177	20033.27194119	18	343	1572	2461	4894	4	23	55	104	388	0	3	15	40	297	0	2	4	7	27	1295	1065
20150927_BM_sort_2E6_CD19_highCD10_techrep01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-27T18:24:16Z	179.84325	1703	2366	1446	0	0.6111581	0.0014644862	28	54	945	2366	0	0	0	0	0	4	5	6	10	24	4	5	7	10	23	2009.39937412	3944.66221412	6954.672224710001	10925.71922824	20033.25791119	18	223	1014	2241	4828	4	15	45	93	357	0	2	12	37	269	0	1	3	6	27	1030	813
20150927_BM_sort_2E6_CD19_highCD10_techrep02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T14:02:43Z	179.92294	1708	2521	1623	0	0.64379215	0.0013462458	32	33	1070	2521	0	0	0	0	0	4	5	7	10	25	4	5	7	10	25	1834.03029412	3881.79021412	6688.52060471	10462.4480353	25845.95312472	19	269	1138	2193	4820	4	18	46	95	382	0	2	12	38	319	0	1	3	6	26	1170	938
20150927_BM_sort_2E6_CD19_highCD10_techrep03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T02:14:25Z	179.92244	1720	2451	1597	0	0.6515708	0.0012319465	27	46	1036	2451	0	0	0	0	0	4	5	7	10	25	4	5	7	10	24	2251.9445341200003	3889.73401412	6679.521981179999	10417.737308239999	30800.645029420004	21	266	1093	2136	4557	4	16	48	94	357	0	2	12	37	239	0	1	3	6	27	1137	902
20150927_BM_sort_2E6_CD19_highCD10_techrep04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T15:39:12Z	179.96414	1672	2471	1591	0	0.64386886	0.0012657677	31	35	1033	2471	0	0	0	0	0	4	5	7	9	25	4	5	7	9	25	1837.84712118	3907.76489412	6710.58222471	10315.145731769999	26122.208838249997	23	236	954	2100	4275	4	17	49	98	366	0	2	12	38	219	0	1	3	6	28	1158	933
20150927_BM_sort_2E6_CD19_midCD10_techrep01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T10:55:44Z	180.0338	1708	2536	1637	0	0.6455047	0.001576472	26	46	1003	2536	0	0	0	0	0	4	5	7	11	25	4	6	8	11	29	1821.28821412	5152.34096883	7886.001434709999	11041.71973471	25262.102522369998	20	302	1545	2415	5041	4	20	51	100	379	0	3	14	37	299	0	1	4	6	27	1257	1014
20150927_BM_sort_2E6_CD19_midCD10_techrep02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T12:32:12Z	180.07457	1748	2581	1686	0	0.6532352	0.0015283835	32	45	1021	2581	0	0	0	0	0	4	5	7	11	25	4	6	8	11	22	1802.2808941199999	5428.85691765	7943.99986824	11031.8956353	24439.422843539996	16	274	1375	2335	4592	4	18	52	101	347	0	2	15	38	326	0	1	4	7	27	1257	1045
20150927_BM_sort_2E6_CD19_midCD10_techrep03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T00:38:06Z	179.80182	1740	2474	1602	0	0.6475344	0.0017397054	31	122	961	2474	0	0	0	0	0	4	5	7	11	25	4	6	8	12	24	1801.78161765	5381.226814119999	8177.781034709999	11173.2984353	20041.22441001	13	278	1734	2589	4968	4	22	58	105	350	0	4	15	41	297	0	2	4	7	26	1273	1055
20150927_BM_sort_2E6_CD19_midCD10_techrep04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T23:07:31Z	179.95454	1792	2503	1617	0	0.64602476	0.0013845772	23	40	1030	2503	0	0	0	0	0	4	5	7	11	25	4	6	8	11	24	1972.8858017700002	5346.09260118	8038.04941471	11057.70450824	20346.43240707	16	279	1386	2368	4831	4	16	47	99	386	0	2	13	36	287	0	1	3	6	27	1165	985
20150927_BM_sort_2E6_CD19_pool_techrep01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T08:28:18Z	179.97667	1621	2537	1791	0	0.7059519	0.0009838141	27	46	1206	2537	0	0	0	0	0	4	5	6	9	25	4	5	6	9	23	2086.06549412	4041.09431765	6260.65421765	9434.013061769998	20033.2822706	21	350	1014	1998	4278	4	15	38	78	287	0	1	8	28	216	0	1	3	6	27	1192	944
20150927_BM_sort_2E6_CD19_pool_techrep02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-27T21:31:10Z	179.74152	1604	2402	1723	0	0.7173189	0.00097472	30	39	1215	2402	0	0	0	0	0	4	5	6	9	25	4	5	6	9	24	1793.93809412	4049.13620118	6413.369084710001	10048.96666824	20033.29841766	20	459	1203	2189	5095	4	16	39	80	366	0	1	8	27	198	0	1	3	6	31	1187	914
20150927_BM_sort_2E6_CD19_pool_techrep03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-29T21:53:06Z	179.96225	1580	2528	1729	0	0.6839399	0.00088027224	23	27	1191	2528	0	0	0	0	0	4	5	6	9	25	4	5	6	8	18	2086.06689412	4153.26161765	6344.39129471	9253.02178824	19032.472056479997	20	305	886	1892	4437	4	15	38	82	248	0	1	8	30	223	0	1	3	6	30	1159	928
20150927_BM_sort_2E6_CD19_pool_techrep04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-28T07:48:50Z	179.88106	1626	2489	1811	0	0.72760147	0.00092253904	29	48	1286	2489	0	0	0	0	0	4	5	6	10	25	4	5	7	10	22	2046.7156047099998	4007.88701412	6518.50731765	10084.35816883	21567.77749001	19	393	1186	2109	4875	4	16	37	77	343	0	1	8	25	269	0	1	3	6	27	1221	933
20150930_TDQ_BC_Memory_techrep_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-30T20:16:05Z	179.98824	1555	2126	1330	0	0.62558794	0.0035551633	42	63	774	2126	0	0	0	0	0	4	6	10	15	25	4	7	12	16	25	1553.40215295	6651.18260471	11068.68773648	14403.84234001	27874.90304472	21	335	1515	3018	5638	4	23	61	130	447	0	3	15	52	348	0	1	4	7	27	1017	813
20150930_TDQ_BC_Memory_techrep_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-30T10:55:10Z	179.94116	1622	2196	1423	0	0.64799637	0.003947604	45	102	809	2196	0	0	0	0	0	4	6	10	15	25	4	7	12	16	25	1759.52722824	6577.09803471	11174.66290824	14955.613550009999	28979.104231189995	23	373	1760	2931	5043	4	20	59	120	457	0	3	14	46	322	0	1	3	6	23	1069	867
20150930_TDQ_BC_Memory_techrep_03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-10-01T10:38:04Z	179.09714	1599	1731	998	0	0.57654536	0.0040884176	30	44	605	1731	0	0	0	0	0	4	6	10	15	25	4	7	11	16	25	1700.0550529500001	6544.11109471	10790.371388829999	14154.88502118	28220.901444719995	21	284	1133	3123	5615	4	18	59	155	424	0	2	17	67	351	0	1	4	7	25	741	638
20150930_TDQ_BC_Memory_techrep_04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-10-01T04:24:11Z	179.28035	1490	1963	1210	0	0.61640346	0.0033016836	35	48	750	1963	0	0	0	0	0	4	6	9	14	25	4	7	10	15	25	1715.51270471	6527.099414710001	10423.70958177	13780.65640413	29340.49279766	18	281	1183	2888	5610	4	19	55	135	451	0	2	13	53	318	0	1	4	7	28	893	721
20150930_TDQ_BC_Memory_techrep_05	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-30T14:02:13Z	179.85205	1622	2242	1469	0	0.65521854	0.0036114207	47	104	841	2242	0	0	0	0	0	4	7	11	16	25	4	7	12	16	25	1587.90450824	6665.16601471	11299.45179177	14955.60183825	28968.446838249998	22	441	1801	2953	5190	4	20	59	119	431	0	2	14	46	327	0	1	4	6	27	1084	889
20150930_TDQ_BC_Naive_techrep_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-10-01T13:45:01Z	179.9773	1604	1679	1049	0	0.62477666	0.0028071082	28	52	675	1679	0	0	0	0	0	4	6	9	15	25	4	7	11	16	25	2082.2558176499997	6528.10902471	9679.923368830001	14493.334429419998	28301.77341412	20	343	1267	2449	5090	4	13	42	111	440	0	1	8	38	335	0	1	3	5	24	719	545
20150930_TDQ_BC_Naive_techrep_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-30T23:23:05Z	180.05606	1468	1965	1197	0	0.6091603	0.003106987	34	55	741	1965	0	0	0	0	0	4	6	9	15	25	4	7	11	15	25	1641.9946141199998	6541.29653471	10513.248828830001	14494.320405889997	29018.922088249998	24	262	1132	2470	4980	4	18	48	119	465	0	2	10	39	317	0	1	3	6	27	828	640
20150930_TDQ_BC_Naive_techrep_03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-10-01T07:31:07Z	179.8108	1493	1846	1177	0	0.6375948	0.0029014153	27	53	746	1846	0	0	0	0	0	4	6	9	15	25	4	7	11	15	25	1771.1694941199999	6529.104681179999	9624.28143177	14228.17335589	31159.646857069998	18	304	1272	2404	5166	4	15	44	111	430	0	2	10	38	359	0	1	3	5	27	823	645
20150930_TDQ_BC_Naive_techrep_04	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-09-30T17:09:07Z	179.72565	1490	2072	1344	0	0.6486486	0.0029795147	36	51	847	2072	0	0	0	0	0	4	6	10	16	25	4	7	12	16	25	1822.3878941199998	6559.10712471	10521.617496480001	15302.07653648	29002.94048472	22	348	1326	2459	4886	4	16	45	103	427	0	1	9	35	317	0	1	3	6	28	924	718
20150930_TDQ_BC_Naive_techrep_05	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2015-10-01T16:51:59Z	179.81296	1705	1513	876	0	0.5789822	0.005153294	32	35	539	1513	0	0	0	0	0	4	7	12	18	25	4	7	13	19	25	1798.6514141199998	6793.79738824	11341.48420236	15045.555070600001	27876.95383825	15	409	1183	2895	5794	4	16	53	153	431	0	2	14	66	350	0	1	4	7	25	636	543
20170307_ksn5514_FACS_BC_RP4H_10547771_D1_B_FACS_tech_rep_03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-09T00:49:09Z	79.92377	829	438	275	0	0.6278539	0.025799602	43	60	131	438	0	0	0	0	0	4	7	10	14	25	4	8	10	15	25	2249.07073412	6431.51540118	8815.52298177	11979.066449420001	27770.003736479997	23	983	3666	4217	5552	4	70	158	216	529	0	18	58	99	305	0	3	6	10	28	254	223
20170307_ksn5514_FACS_BC_RP4H_10547771_D2_B_FACS_tech_rep_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-09T06:37:05Z	80.19926	752	470	314	0	0.6680851	0.008221241	16	32	172	470	0	0	0	0	0	4	8	13	17	25	4	8	13	17	25	1727.83081412	6593.13503471	11080.72165648	13997.984643540001	26741.63742354	26	916	3318	4336	5818	4	66	146	206	466	0	17	45	92	295	0	3	5	8	20	276	262
20170307_ksn5514_FACS_BC_RP4H_10547771_D2_T_SEP_tech_rep_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-09T05:00:03Z	80.156975	774	419	264	0	0.6300716	0.021517456	36	56	124	419	0	0	0	0	0	4	9	14	17	25	4	8	14	18	25	1727.83361412	6845.785308240001	11723.916100010001	14767.176017660002	27530.80512354	22	1297	3995	4643	5801	4	81	175	245	443	0	20	58	114	310	0	3	6	10	26	234	219
20170307_ksn5514_FACS_BC_RP4H_10547771_D2_T_SEP_tech_rep_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-08T15:47:00Z	81.08657	897	667	417	0	0.6251874	0.013362387	45	55	231	667	0	0	0	0	0	4	7	11	18	25	4	8	12	18	25	2009.4014141199998	6528.121274710001	10513.24922824	14887.90567589	22884.812797659997	12	821	3599	4543	5837	4	47	122	198	446	0	10	38	93	367	0	3	5	9	22	373	331
20170307_ksn5514_FACS_BC_RP4H_10547771_D2_T_SEP_tech_rep_03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-08T21:35:11Z	80.21266	781	517	356	0	0.688588	0.019417629	47	63	170	517	0	0	0	0	0	4	8	13	18	25	4	8	13	18	25	1727.8350141199999	6544.14218824	11315.51075295	14081.63292942	28417.26521412	20	1314	3958	4673	5726	4	48	140	223	419	0	13	51	111	326	0	3	6	10	24	311	289
20170307_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-08T19:01:09Z	82.3773	874	472	303	0	0.6419492	0.007671628	17	46	188	472	0	0	0	0	0	4	5	10	16	25	4	6	12	18	25	1811.8498176499997	4261.08401765	8942.881435300002	14632.096536480001	26742.68501412	24	98	2804	3931	5659	4	37	79	143	382	0	4	15	50	279	0	1	4	6	19	240	193
20170307_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_03	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-09T03:23:05Z	80.93399	778	406	241	0	0.59359604	0.019813279	27	56	110	406	0	0	0	0	0	4	5	12	19	24	4	7	14	19	24	1727.8262141199998	5539.804884720001	11298.532597660002	13766.701044720001	27533.66129412	21	85	2391	4047	5715	4	37	106	164	378	0	5	34	62	285	0	2	4	7	18	194	172
20170307_ksn5514_FACS_BC_RP4H_10547771_D3_T_SEP_tech_rep_01	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-08T17:24:09Z	80.47347	863	616	393	0	0.637987	0.016253829	29	54	175	616	0	0	0	0	0	4	8	14	19	25	4	9	14	19	25	1708.87021412	6845.73753177	12152.06870707	15361.682141190002	29201.38618824	20	2027	4154	4724	5701	4	90	159	210	433	0	21	63	106	389	0	4	6	10	23	363	334
20170307_ksn5514_FACS_BC_RP4H_10547771_D3_T_SEP_tech_rep_02	LTQ Orbitrap Elite	395	ProteomeDiscoverer:Xtract	2017-03-08T23:12:09Z	80.19277	807	491	321	0	0.6537678	0.017523365	23	28	128	491	0	0	0	0	0	4	9	14	18	25	4	8	14	18	25	2287.2374141200003	6835.26530824	11816.89617589	15154.0906706	28420.28181412	22	2006	4125	4719	5624	4	108	175	235	485	0	27	72	118	311	0	4	6	10	23	297	281
20170309_ksn5514_FACS_BC_RP4H_10547771_B_FACS_biorep_01_techrep_01	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2017-03-10T06:12:27Z	86.194595	1302	1887	1362	0	0.7217806	0.015161176	163	303	700	1887	0	0	0	0	0	4	8	11	15	95	1	7	10	14	32	753.68413353	6640.45759883	10124.265162360001	13643.294562359999	33069.41088001	6	374	791	1402	4607	4	19	54	122	407	0	4	19	61	280	0	2	4	9	37	1091	892
20170309_ksn5514_FACS_BC_RP4H_10547771_B_FACS_biorep_01_techrep_02	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2017-03-09T22:38:29Z	85.956276	1280	1926	1368	0	0.71028036	0.013130088	155	319	727	1926	0	0	0	0	0	4	7	11	15	95	1	7	10	14	35	759.10692353	6715.77062118	9940.825471769998	13656.30074942	39775.50335295	5	335	778	1402	5796	4	19	54	122	471	0	4	18	60	264	0	2	4	8	26	1078	875
20170309_ksn5514_FACS_BC_RP4H_10547771_B_FACS_biorep_02_techrep_03	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2017-03-09T16:46:16Z	84.34362	1132	1812	1320	0	0.7284768	0.0068405815	89	110	704	1812	0	0	0	0	0	4	8	12	16	95	1	7	10	15	31	757.21403353	6576.52218883	10084.3148353	13837.82143766	35363.975027069995	4	348	866	1639	5313	4	25	70	136	377	0	6	23	63	308	0	2	4	8	33	1075	917
